title,artist,songid,streams,region,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Get Into It (Yuh),Doja Cat,0W6I02J9xcqK8MtSeosEXb,498627,au,0.912,0.655,8,-6.029,0,0.162,0.315,3.39e-05,0.0894,0.793,91.942,138293,4
Dreams - 2004 Remaster,Fleetwood Mac,0ofHAoxe9vBkTCp2UQIavz,482563,au,0.828,0.492,0,-9.744,1,0.0276,0.0644,0.00428,0.128,0.789,120.151,257800,4
WITHOUT YOU,The Kid LAROI,27OeeYzk6klgBh83TSvGMA,481461,au,0.662,0.413,0,-7.357,1,0.0299,0.213,0.0,0.134,0.467,93.005,161385,4
drivers license,Olivia Rodrigo,5wANPM4fQCJwkGd4rN57mH,480343,au,0.561,0.431,10,-8.81,1,0.0578,0.768,1.42e-05,0.106,0.137,143.875,242013,4
Like I Can,Sam Smith,0mJBiaODgK0XjOLCN5fItq,479858,au,0.656,0.627,7,-6.627,0,0.0379,0.343,2.17e-05,0.124,0.481,99.933,167066,4
Leave Before You Love Me (with Jonas Brothers),Marshmello,4qu63nuBpdn0qHUHuObEj1,476579,au,0.721,0.738,7,-4.77,1,0.0403,0.00226,4.41e-06,0.118,0.637,119.976,154983,4
Save Your Tears (with Ariana Grande) (Remix),The Weeknd,37BZB0z9T8Xu7U3e65qxFy,473885,au,0.65,0.825,0,-4.645,1,0.0325,0.0215,2.44e-05,0.0936,0.593,118.091,191014,4
Mr. Brightside,The Killers,003vvx7Niy0yvhvHt4a68B,471481,au,0.352,0.911,1,-5.23,1,0.0747,0.00121,0.0,0.0995,0.236,148.033,222973,4
Wildest Dreams (Taylor's Version),Taylor Swift,1Ov37jtRQ2YNAe8HzfczkL,448202,au,0.583,0.67,8,-7.289,1,0.0646,0.0374,0.0001,0.126,0.498,140.061,220433,4
Blinding Lights,The Weeknd,0VjIjW4GlUZAMYd2vXMi3b,446594,au,0.514,0.73,1,-5.934,1,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,200040,4
Alone With You,Arz,0W7brFokN6QtGRNp32RCQP,446213,au,0.768,0.374,7,-12.49,1,0.723,0.288,1.67e-06,0.111,0.398,75.503,195200,4
Mood (feat. iann dior),24kGoldn,4jPy3l0RUwlUI9T5XHBW2m,441641,au,0.701,0.716,7,-3.671,0,0.0361,0.174,0.0,0.324,0.732,91.007,140533,4
Astronaut In The Ocean,Masked Wolf,6E90gq0KO6FYZVOXx8kCcC,440527,au,0.778,0.695,4,-6.865,0,0.0913,0.175,0.0,0.15,0.472,149.996,132780,4
The Thrill,"Wiz Khalifa, Empire of the Sun",4wqzOaLxiCRy2Et8tRyNSX,427867,au,0.817,0.775,10,-4.767,0,0.108,0.277,0.0,0.108,0.806,126.984,234334,4
Dry,Rancid Eddie,2ctj1bvKeVGfm78V9pN4CW,427688,au,0.711,0.763,4,-3.888,1,0.0298,0.101,0.0,0.187,0.792,106.006,190223,4
Someone You Loved,Lewis Capaldi,7qEHsqek33rTcFNT9PFqLf,418913,au,0.501,0.405,1,-5.679,1,0.0319,0.751,0.0,0.105,0.446,109.891,182161,4
I WANNA BE YOUR SLAVE,Måneskin,4pt5fDVTg5GhEvEtlz9dKk,410879,au,0.75,0.608,1,-4.008,1,0.0387,0.00165,0.0,0.178,0.958,132.507,173347,4
OUT OUT (feat. Charli XCX & Saweetie),"Joel Corry, Jax Jones",6Dy1jexKYriXAVG6evyUTJ,381688,au,0.787,0.833,8,-4.403,1,0.0478,0.018,0.00747,0.0374,0.796,123.97,162604,4
Happier Than Ever - Edit,Billie Eilish,32BeYxKPrig1LefHsC0Xuo,380355,au,0.334,0.599,0,-5.742,1,0.0365,0.0468,0.000392,0.205,0.127,161.74,151444,3
Watermelon Sugar,Harry Styles,6UelLqGlWMcVH1E5c4H7lY,377256,au,0.548,0.816,0,-4.209,1,0.0465,0.122,0.0,0.335,0.557,95.39,174000,4
Love Again,Dua Lipa,4rPkN1FMzQyFNP9cLUGIIB,374155,au,0.659,0.667,11,-4.668,0,0.0339,0.00173,2.85e-05,0.1,0.468,115.982,258004,4
The Business,Tiësto,6f3Slt0GbA2bPZlz0aIFXN,374069,au,0.798,0.62,8,-7.079,0,0.232,0.414,0.0192,0.112,0.235,120.031,164000,4
Bored,Billie Eilish,04sN26COy28wTXYj3dMoiZ,365031,au,0.614,0.318,7,-12.695,1,0.0478,0.896,0.00239,0.0795,0.112,119.959,180933,4
Visiting Hours,Ed Sheeran,44V6EzbUSYgyfsNiP0FrlA,364018,au,0.471,0.396,8,-6.654,1,0.0336,0.77,0.0,0.0729,0.263,149.609,215507,4
Rasputin,"Majestic, Boney M.",0b18g3G5spr4ZCkz7Y6Q0Q,363032,au,0.758,0.913,6,-2.926,0,0.113,0.00364,6.92e-05,0.193,0.658,128.04,186210,4
Cloudy Day,Tones And I,4E2rXUbcF1zhZVzNzeVPGV,359981,au,0.705,0.776,4,-6.096,1,0.0445,0.0643,2.81e-06,0.0246,0.366,116.011,185304,4
deja vu,Olivia Rodrigo,6HU7h9RYOaPRFeh0R3UeAr,349200,au,0.442,0.612,2,-7.222,1,0.112,0.584,5.7e-06,0.37,0.178,180.917,215507,4
Moon,Kanye West,2Rd4eJ4KwXQQn2sMSToyUM,348963,au,0.319,0.236,5,-9.644,1,0.0318,0.898,1.62e-05,0.272,0.254,162.351,156091,4
Head & Heart (feat. MNEK),Joel Corry,6cx06DFPPHchuUAcTxznu9,346880,au,0.734,0.874,8,-3.158,1,0.0662,0.168,1.14e-05,0.0489,0.905,122.953,166028,4
RAPSTAR,Polo G,18vXApRmJSgQ6wG2ll9AOg,341940,au,0.789,0.536,6,-6.862,1,0.242,0.41,0.0,0.129,0.437,81.039,165926,4
BED,"Joel Corry, RAYE, David Guetta",0siYMEsGrzzzlWLXK5zJfS,341598,au,0.671,0.782,6,-4.593,1,0.0341,0.0142,0.00221,0.333,0.618,123.989,178088,4
Don't Start Now,Dua Lipa,3PfIrDoz19wz7qK7tYeu62,332624,au,0.793,0.793,11,-4.521,0,0.083,0.0123,0.0,0.0951,0.679,123.95,183290,4
Riptide,Vance Joy,7yq4Qj7cqayVTp3FF9CWbm,328706,au,0.484,0.731,1,-6.694,1,0.0379,0.431,0.0,0.151,0.51,101.654,204280,4
Say You Won't Let Go,James Arthur,5uCax9HTNlzGybIStD3vDh,328310,au,0.358,0.557,10,-7.398,1,0.059,0.695,0.0,0.0902,0.494,85.043,211467,4
Dumb Love,Mimi Webb,2Ms8MDDtYBw7M3K5F3EqPX,320223,au,0.569,0.422,0,-5.856,1,0.0302,0.0296,0.0,0.0613,0.175,76.96,207068,4
Your Heart,"Joyner Lucas, J. Cole",2DTpP3caqX3QdJIEoS83mD,317119,au,0.861,0.637,6,-7.701,0,0.133,0.392,0.0,0.0929,0.754,87.006,198621,4
Rumors (feat. Cardi B),Lizzo,6KgtcmCF9Ky68XC7ezxl3s,316586,au,0.827,0.731,4,-5.524,0,0.088,0.13,0.0,0.418,0.607,118.992,172833,4
you broke me first,Tate McRae,45bE4HXI0AwGZXfZtMp8JR,316078,au,0.667,0.373,4,-9.389,1,0.05,0.785,0.0,0.0906,0.0823,124.148,169266,4
Cover Me In Sunshine,"P!nk, Willow Sage Hart",0UKUfxIkDAMZz7hMdiVX3m,315335,au,0.473,0.592,5,-6.859,1,0.138,0.0528,0.0,0.131,0.292,159.7,138573,4
Before You Go,Lewis Capaldi,2gMXnyrvIjhVBUZwvLZDMP,314409,au,0.459,0.575,3,-4.858,1,0.0573,0.604,0.0,0.0885,0.183,111.881,215107,4
On My Knees,RÜFÜS DU SOL,7ABUiQBM8cjktnp6QLTTaT,312803,au,0.683,0.571,1,-7.721,1,0.0286,0.0335,0.0616,0.0957,0.29,120.044,261001,4
love nwantiti (feat. Dj Yo! & AX'EL) - Remix,CKay,4gvrJnKCKIPiacNsWVQwEU,312170,au,0.579,0.596,8,-4.823,1,0.0561,0.436,0.0938,0.0549,0.443,119.9,188369,3
What A Time (feat. Niall Horan),Julia Michaels,5WtfUKzXircvW8l5aaVZWT,309763,au,0.516,0.467,0,-6.184,1,0.0302,0.662,0.0,0.0853,0.386,132.861,173307,4
Circles,Post Malone,21jGcNKet2qwijlDFuPiPb,309529,au,0.695,0.762,0,-3.497,1,0.0395,0.192,0.00244,0.0863,0.553,120.042,215280,4
Fly Away,Tones And I,2zBDKzqa6sdxeI0fC6OWIC,306744,au,0.806,0.513,4,-6.208,1,0.0685,0.217,0.0,0.217,0.503,124.988,178157,4
No Role Modelz,J. Cole,62vpWI1CHwFy7tMIcSStl8,305535,au,0.692,0.521,10,-8.465,0,0.33,0.301,0.0,0.0565,0.463,100.45,292987,4
Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",0RiRZpuVRbi7oqRdSMwhQY,304118,au,0.755,0.522,2,-4.368,1,0.0575,0.533,0.0,0.0685,0.925,89.96,157560,4
Heartbreak Anthem (with David Guetta & Little Mix),Galantis,5K6Ssv4Z3zRvxt0P6EKUAP,302623,au,0.595,0.784,1,-4.878,1,0.102,0.216,0.0,0.0608,0.479,124.111,183726,4
Ain't Shit,Doja Cat,5lAnYvAIkSDNXqfo7DyFUm,301689,au,0.855,0.488,3,-4.601,1,0.208,0.506,0.0,0.347,0.619,124.097,174253,4
Perfect,Ed Sheeran,0tgVpDi06FyKpA1z0VMD4v,301004,au,0.599,0.448,8,-6.312,1,0.0232,0.163,0.0,0.106,0.168,95.05,263400,3
Dance Monkey,Tones And I,2N8m6CYs74qQO4mjVcXO30,298987,au,0.824,0.587,6,-6.401,0,0.0937,0.69,0.000105,0.149,0.514,98.029,209438,4
family ties (with Kendrick Lamar),BaKeem,3QFInJAm9eyaho5vBzxInN,298015,au,0.711,0.611,1,-5.453,1,0.33,0.00588,0.0,0.23,0.144,134.093,252262,4
Shallow,"Lady Gaga, Bradley Cooper",2VxeLyX666F8uXCJ0dZF8B,293936,au,0.572,0.385,7,-6.362,1,0.0308,0.371,0.0,0.231,0.323,95.799,215733,4
Your Love (9PM),"ATB, Topic, A7S",5YaskwnGDZFDRipaqzbwQx,292492,au,0.669,0.784,7,-5.603,1,0.112,0.194,6.28e-06,0.115,0.517,125.993,150053,4
Dark Red,Steve Lacy,37y7iDayfwm3WXn5BiAoRk,292378,au,0.603,0.783,6,-4.023,1,0.062,0.449,7.96e-06,0.119,0.775,172.041,173104,4
Love Tonight - Edit,Shouse,6OufwUcCqo81guU2jAlDVP,292112,au,0.727,0.681,5,-7.114,0,0.0265,0.00214,0.000307,0.0861,0.448,123.028,241970,4
Party In The U.S.A.,Miley Cyrus,3E7dfMvvCLUddWissuqMwr,291597,au,0.652,0.698,10,-4.667,0,0.042,0.00112,0.000115,0.0886,0.47,96.021,202067,4
Sweater Weather,The Neighbourhood,2QjOHCTQ1Jl3zawyYOpxh6,289735,au,0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,240400,4
Smells Like Teen Spirit,Nirvana,1f3yAtsJtY87CTmM8RLnxf,288225,au,0.502,0.912,1,-4.556,1,0.0564,2.55e-05,0.000173,0.106,0.72,116.761,301920,4
Fancy Like,Walker Hayes,0lnpnsrVaW9elGgRxpDCgE,287339,au,0.649,0.76,1,-6.487,1,0.0574,0.114,0.0,0.317,0.843,80.018,161853,4
Be Alright,Dean Lewis,5qrSlOut2rNAWv3ubArkNy,282538,au,0.551,0.537,11,-7.595,1,0.034,0.705,0.0,0.0802,0.493,126.421,196493,4
Martin & Gina,Polo G,1VLtjHwRWOVJiE5Py7JxoQ,282533,au,0.832,0.534,1,-7.813,0,0.253,0.345,0.0,0.165,0.116,93.924,132833,4
Champagne Poetry,Drake,2HSmyk2qMN8WQjuGhaQgCk,281880,au,0.423,0.667,6,-7.012,0,0.326,0.758,0.0,0.246,0.496,86.743,336511,4
Chosen (feat. Ty Dolla $ign),"Blxst, Tyga",1dIWPXMX4kRHj6Dt2DStUQ,281878,au,0.571,0.767,2,-5.16,1,0.287,0.336,0.0,0.0809,0.605,93.421,161684,4
"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,7hxHWCCAIIxFLCzvDgnQHX,281672,au,0.8,0.658,1,-6.142,0,0.079,0.25,0.0,0.111,0.462,140.042,195429,4
Goosebumps - Remix,"Travis Scott, HVME",5uEYRdEIh9Bo4fpjDd4Na9,280965,au,0.841,0.593,1,-7.846,1,0.0379,0.418,0.0,0.124,0.808,124.917,162803,4
She Knows (feat. Amber Coffman & Cults),J. Cole,0Fs9cdPDhptWEDJmiCbkEW,277173,au,0.766,0.74,1,-10.363,1,0.0807,0.0193,0.0784,0.229,0.183,118.008,296520,4
Khe Sanh - 2011 Remastered,Cold Chisel,0frIZMaQwtdV4Ee8nhB1te,277024,au,0.474,0.918,7,-4.21,1,0.177,0.129,0.0,0.238,0.655,164.049,254045,4
Youngblood,5 Seconds of Summer,2iUXsYOEPhVqEBwsqP70rE,272346,au,0.596,0.854,7,-5.114,0,0.463,0.0169,0.0,0.124,0.152,120.274,203418,4
Counting Stars,OneRepublic,2tpWsVSb9UEmDRxAl1zhX1,264725,au,0.664,0.705,1,-4.972,0,0.0382,0.0654,0.0,0.118,0.477,122.016,257267,4
Dancing On My Own,Calum Scott,2BOqDYLOJBiMOXShCV1neZ,263876,au,0.681,0.174,1,-8.745,1,0.0315,0.837,3.35e-05,0.0983,0.231,112.672,260285,4
favorite crime,Olivia Rodrigo,5JCoSi02qi3jJeHdZXMmR8,263175,au,0.369,0.272,9,-10.497,1,0.0364,0.866,0.0,0.147,0.218,172.929,152667,4
My Happiness,Powderfinger,2pxxVkNhrRST8fpgA12ru8,261058,au,0.445,0.823,0,-5.415,1,0.0302,0.00163,0.0,0.43,0.487,85.935,276627,4
Go Your Own Way - 2004 Remaster,Fleetwood Mac,07GvNcU1WdyZJq3XxP0kZa,259230,au,0.583,0.947,5,-5.12,1,0.0378,0.0185,0.00109,0.0679,0.803,135.448,223613,4
Classic,MKTO,6FE2iI43OZnszFLuLtvvmg,258640,au,0.72,0.791,1,-4.689,1,0.124,0.0384,0.0,0.157,0.756,102.071,175427,4
lovely (with Khalid),Billie Eilish,0u2P5u6lvoDfwTYjAADbn4,258187,au,0.351,0.296,4,-10.109,0,0.0333,0.934,0.0,0.095,0.12,115.284,200186,4
Booster Seat,Spacey Jane,5th1bFGGaXLM7wDBJpcF06,257858,au,0.629,0.551,11,-5.402,1,0.0263,0.0418,1.18e-06,0.108,0.699,111.961,268880,4
Freaks,Surf Curse,7EkWXAI1wn8Ii883ecd9xr,256947,au,0.345,0.941,9,-9.918,1,0.0466,3.84e-05,0.633,0.0511,0.407,179.626,147062,4
Promiscuous,"Nelly Furtado, Timbaland",2gam98EZKrF9XuOkU13ApN,256160,au,0.808,0.97,10,-6.098,0,0.0506,0.0569,6.13e-05,0.154,0.868,114.328,242293,4
Wake Me Up,Avicii,0nrRP2bk19rLc0orkWPQk2,255731,au,0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,247427,4
"Hey, Soul Sister",Train,4HlFJV71xXKIGcU3kRyttv,254546,au,0.673,0.886,1,-4.44,0,0.0431,0.185,0.0,0.0826,0.795,97.012,216773,4
Someone To You,BANNERS,2f0pn9DkEJwAzXApnFh5cr,254436,au,0.52,0.903,2,-5.497,1,0.042,0.00517,0.0,0.254,0.652,74.988,219801,4
Sex on Fire,Kings of Leon,0ntQJM78wzOLVeCUAW7Y45,254072,au,0.542,0.905,9,-5.653,1,0.054,0.00172,0.0104,0.136,0.374,153.398,203347,4
WAP (feat. Megan Thee Stallion),Cardi B,4Oun2ylbjFKMPTiaSbbCih,253661,au,0.935,0.454,1,-7.509,1,0.375,0.0194,0.0,0.0824,0.357,133.073,187541,4
ROCKSTAR (feat. Roddy Ricch),DaBaby,7ytR5pFWmSjzHJIeQkgog4,252704,au,0.746,0.69,11,-7.956,1,0.164,0.247,0.0,0.101,0.497,89.977,181733,4
Wildest Dreams,Taylor Swift,3fVnlF4pGqWI9flVENcT28,252394,au,0.553,0.664,8,-7.417,1,0.0741,0.0709,0.0056,0.106,0.467,140.06,220440,4
Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",7MAibcTli4IisCtbHKrGMh,251486,au,0.586,0.616,5,-7.964,1,0.0324,0.182,0.0,0.0927,0.719,148.088,242096,4
Off The Grid,Kanye West,2gbMPBrBVj3CuNTLp2dHYs,250884,au,0.546,0.64,8,-5.582,1,0.37,0.0438,0.0,0.137,0.63,137.728,339250,4
SO DONE,The Kid LAROI,2gqWRRCXnma9L8xQ1RdemQ,250369,au,0.719,0.598,9,-6.254,1,0.077,0.232,0.0,0.115,0.303,142.592,126521,4
Come & Go (with Marshmello),Juice WRLD,2Y0wPrPQBrGhoLn14xRYCG,250317,au,0.625,0.814,0,-5.181,1,0.0657,0.0172,0.0,0.158,0.535,144.991,205485,4
Shut Up and Dance,WALK THE MOON,4kbj5MwxO1bq9wjT5g9HaA,249938,au,0.578,0.866,1,-3.804,1,0.0619,0.00701,0.0,0.257,0.619,128.038,199080,4
What You Know Bout Love,Pop Smoke,1tkg4EHVoqnhR6iFEXb60y,249870,au,0.709,0.548,10,-8.493,1,0.353,0.65,1.59e-06,0.133,0.543,83.995,160000,4
Don't Stop Believin',Journey,4bHsxqR3GMrXTxEPLuK5ue,248111,au,0.5,0.748,4,-9.072,1,0.0363,0.127,0.0,0.447,0.514,118.852,250987,4
Roses - Imanbek Remix,SAINt JHN,0zLCBJZSiELJf02ucPP9wb,247871,au,0.769,0.719,8,-5.472,1,0.0474,0.0143,0.00777,0.359,0.863,121.955,176867,4
edamame (feat. Rich Brian),bbno$,1uMHCAyGmHqyygoNRuo7MV,246557,au,0.815,0.848,4,-4.704,0,0.115,0.023,0.000162,0.0265,0.684,106.032,133707,4
The Real Slim Shady,Eminem,3yfqSUWxFvZELEM4PmlwIR,246504,au,0.949,0.661,5,-4.244,0,0.0572,0.0302,0.0,0.0454,0.76,104.504,284200,4
Wonderwall - Remastered,Oasis,5qqabIl2vWzo9ApSC317sa,245655,au,0.378,0.896,2,-4.066,1,0.0407,0.000452,0.0,0.194,0.469,174.302,258773,4
Shape of You,Ed Sheeran,7qiZfU4dY1lWllzX7mPBI3,245312,au,0.825,0.652,1,-3.183,0,0.0802,0.581,0.0,0.0931,0.931,95.977,233713,4
Yellow,Coldplay,3AJwUDP919kvQ9QcozQPxg,244807,au,0.429,0.661,11,-7.227,1,0.0281,0.00239,0.000121,0.234,0.285,173.372,266773,4
Shake It Off,Taylor Swift,0cqRj7pUJDkTCEsJkx8snD,242626,au,0.647,0.8,7,-5.384,1,0.165,0.0647,0.0,0.334,0.942,160.078,219200,4
Iris,The Goo Goo Dolls,6Qyc6fS4DsZjB2mRW9DsQs,242251,au,0.315,0.715,11,-8.072,0,0.0362,0.00125,7.97e-06,0.0942,0.497,155.925,289533,3
Summer Of '69,Bryan Adams,6N1EjQjnvhOjFrF6oUmGPa,242211,au,0.505,0.71,2,-10.853,1,0.0371,0.0115,2.58e-06,0.0977,0.771,138.907,216973,4
Run to Paradise,Choirboys,6Amt2E3nanH9lhZnas9oOs,242026,au,0.698,0.71,9,-8.569,1,0.0452,0.161,0.0828,0.0489,0.691,138.797,251587,4
Can't Hold Us - feat. Ray Dalton,Macklemore & Ryan Lewis,3bidbhpOYeV4knp8AIu8Xn,241868,au,0.641,0.922,2,-4.457,1,0.0786,0.0291,0.0,0.0862,0.847,146.078,258343,4
The Nosebleed Section,Hilltop Hoods,7aZiDdufBX2Ek8OUuxK0IQ,240056,au,0.846,0.828,1,-5.447,1,0.165,0.51,1.28e-06,0.0906,0.908,97.453,219640,4
All of Me,John Legend,3U4isOIWM3VvDubwSI3y7a,239955,au,0.422,0.264,8,-7.064,1,0.0322,0.922,0.0,0.132,0.331,119.93,269560,4
Lucid Dreams,Juice WRLD,285pBltuF7vW8TeWk8hdRR,239655,au,0.511,0.566,6,-7.23,0,0.2,0.349,0.0,0.34,0.218,83.903,239836,4
Closer,"The Chainsmokers, Halsey",7BKLCZ1jbUBVqRi2FVlTVw,239500,au,0.748,0.524,8,-5.599,1,0.0338,0.414,0.0,0.111,0.661,95.01,244960,4
Heartbreak Anniversary,Giveon,3FAJ6O0NOHQV8Mc5Ri6ENp,239220,au,0.449,0.465,0,-8.964,1,0.0791,0.524,1.02e-06,0.303,0.543,89.087,198371,3
"jealousy, jealousy",Olivia Rodrigo,0MMyJUC3WNnFS1lit5pTjk,239215,au,0.695,0.575,10,-6.334,0,0.116,0.198,0.0,0.0614,0.699,163.929,173160,4
Jocelyn Flores,XXXTENTACION,7m9OqQk4RVRkw9JJdeAw96,238695,au,0.872,0.391,0,-9.144,0,0.242,0.469,4.13e-06,0.297,0.437,134.021,119133,4
Believer,Imagine Dragons,0pqnGHJpmpxLKifKRmU6WP,238431,au,0.776,0.78,10,-4.374,0,0.128,0.0622,0.0,0.081,0.666,124.949,204347,4
Pumped Up Kicks,Foster The People,7w87IxuO7BDcJ3YUqCyMTT,238405,au,0.733,0.71,5,-5.849,0,0.0292,0.145,0.115,0.0956,0.965,127.975,239600,4
2002,Anne-Marie,2BgEsaKNfHUdlh97KmvFyo,238336,au,0.697,0.683,1,-2.881,0,0.117,0.0372,0.0,0.137,0.603,96.133,186987,4
Hold On,Justin Bieber,1nahzW3kfMuwReTka28tH5,237764,au,0.658,0.634,1,-6.068,0,0.0431,0.0104,0.0,0.12,0.302,140.002,170813,4
"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]","Tion Wayne, Russ Millions",2qbkYhZy5gNl8HrK2XwddI,237752,au,0.883,0.674,11,-8.043,0,0.357,0.21,0.0,0.0678,0.73,141.02,278085,4
This City,Sam Fischer,3H3r2nKWa3Yk5gt8xgmsEt,235555,au,0.605,0.377,11,-6.213,1,0.0443,0.733,0.0,0.0808,0.519,73.877,194853,4
Memories,Maroon 5,4cktbXiXOapiLBMprHFErI,235439,au,0.775,0.327,11,-7.241,1,0.0557,0.841,0.0,0.0821,0.595,91.05,189486,4
Bad Day,Justus Bennetts,3wA4ronkc8ZcPXUP0fDgYA,235134,au,0.883,0.713,9,-4.684,1,0.307,0.0125,0.0,0.45,0.855,89.025,108800,4
One Too Many,"Keith Urban, P!nk",3X7H1FAiWAW937WvsFeMhe,234670,au,0.697,0.535,4,-6.504,1,0.068,0.247,0.0,0.569,0.594,82.959,203893,4
Brown Eyed Girl,Van Morrison,3yrSvpt2l1xhsV9Em88Pul,234662,au,0.491,0.583,7,-10.964,1,0.0376,0.185,0.0,0.406,0.908,150.566,183307,4
Thinking out Loud,Ed Sheeran,1Slwb6dOYkBlWal1PGtnNg,233154,au,0.781,0.445,2,-6.061,1,0.0295,0.474,0.0,0.184,0.591,78.998,281560,4
Let Her Go,Passenger,7DFNE7NO0raLIUbgzY2rzm,232791,au,0.509,0.538,7,-7.335,1,0.0572,0.385,0.0,0.104,0.244,75.089,252867,4
positions,Ariana Grande,35mvY5S1H3J2QZyna3TFe0,232320,au,0.737,0.802,0,-4.771,1,0.0878,0.468,0.0,0.0931,0.682,144.015,172325,4
Walking On A Dream,Empire of the Sun,286TLtk120rnrmVeQClDTc,230755,au,0.87,0.699,5,-5.541,0,0.0459,0.245,6.76e-06,0.0588,0.726,126.967,198440,4
SCOOP (feat. Doja Cat),Lil Nas X,6bpq1jGkVz66Q3LYeoXdjZ,230673,au,0.841,0.527,6,-8.116,1,0.149,0.0427,1.54e-06,0.12,0.582,163.975,174164,4
Calling My Phone,"Lil Tjay, 6LACK",3J8EOeKLTLXORtWPpOU5bE,229784,au,0.907,0.393,4,-7.636,0,0.0539,0.451,1.35e-06,0.135,0.202,104.949,205458,4
Anyone,Justin Bieber,2WnAKZefdRHxtBEkRjFOHC,228991,au,0.685,0.521,2,-8.285,1,0.0345,0.185,3.59e-06,0.111,0.578,115.885,190779,4
Low (feat. T-Pain),Flo Rida,0CAfXk7DXMnon4gLudAp7J,228187,au,0.918,0.609,10,-5.64,0,0.0791,0.0928,0.0,0.139,0.304,128.008,231400,4
July,Noah Cyrus,6J2LdBN97cDWn0MLxYh9HB,226395,au,0.708,0.186,9,-8.953,0,0.042,0.868,0.0,0.0779,0.322,72.541,156106,4
Blank Space,Taylor Swift,1u8c2t2Cy7UBoG4ArRcF5g,224242,au,0.76,0.703,5,-5.412,1,0.054,0.103,0.0,0.0913,0.57,95.997,231827,4
September,"Earth, Wind & Fire",4f2GB5ZC7vOUYPAg69N2Xw,223491,au,0.684,0.864,9,-4.819,1,0.0312,0.131,0.00526,0.344,0.978,125.395,221520,4
"Rocket Man (I Think It's Going To Be A Long, Long Time)",Elton John,3gdewACMIVMEWVbyb8O9sY,223047,au,0.601,0.532,10,-9.119,1,0.0286,0.432,6.25e-06,0.0925,0.341,136.571,281613,4
Without Me,Eminem,7lQ8MOhq6IN2w8EYcFNSUk,222825,au,0.908,0.669,7,-2.827,1,0.0738,0.00286,0.0,0.237,0.662,112.238,290320,4
Gangsta's Paradise,"Coolio, L.V.",7lQWRAjyhTpCWFC0jmclT4,222588,au,0.647,0.514,8,-10.05,1,0.0593,0.0655,0.0,0.398,0.387,79.974,240693,4
Falling,Harry Styles,1ZMiCix7XSAbfAJlEZWMCp,221515,au,0.567,0.267,4,-6.502,1,0.0299,0.839,1.46e-06,0.089,0.0592,110.011,240133,4
Good Days,SZA,3YJJjQPAbDT7mGpX3WtQ9A,221442,au,0.436,0.655,1,-8.37,0,0.0583,0.499,8.1e-06,0.688,0.412,121.002,279204,4
Africa,TOTO,2374M0fQpWi3dLnB54qaLX,221216,au,0.671,0.373,9,-18.064,1,0.0323,0.257,8.01e-05,0.0481,0.732,92.718,295893,4
Bruises,Lewis Capaldi,4Of7rzpRpV1mWRbhp5rAqG,221045,au,0.736,0.308,4,-7.83,1,0.0677,0.946,0.0,0.186,0.361,111.202,220492,4
The Spins,Mac Miller,51pshtuYkgUQnt5huMPbKL,220860,au,0.794,0.766,9,-3.894,0,0.0377,0.0135,0.0,0.0785,0.55,127.007,195873,4
1955,"Hilltop Hoods, Montaigne, Tom Thum",6oSmp7qnvAxUXeUKhl67a6,220705,au,0.766,0.5,11,-7.558,1,0.0695,0.719,5.91e-06,0.304,0.71,84.044,239280,4
I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,2tUBqZG2AbRi7Q0BIrVrEj,219618,au,0.709,0.824,1,-8.824,1,0.0453,0.207,0.000307,0.0888,0.867,118.818,291293,4
I Don't Care (with Justin Bieber),Ed Sheeran,0hVXuCcriWRGvwMV1r5Yn9,219391,au,0.798,0.676,6,-5.041,1,0.0442,0.0902,0.0,0.0894,0.843,101.956,219947,4
NOT SOBER (feat. Polo G & Stunna Gambino),The Kid LAROI,1JXBNvlDEl2epKSJ9EOgKX,218947,au,0.671,0.639,2,-6.852,0,0.134,0.0928,0.0,0.0941,0.385,119.82,216000,5
The Less I Know The Better,Tame Impala,6K4t31amVTZDgR3sKmwUJJ,218805,au,0.64,0.74,4,-4.083,1,0.0284,0.0115,0.00678,0.167,0.785,116.879,216320,4
Dior,Pop Smoke,79s5XnCN4TJKTVMSmOx8Ep,217953,au,0.548,0.805,7,-5.732,1,0.351,0.212,0.000389,0.408,0.648,142.094,216387,4
You Shook Me All Night Long,AC/DC,2SiXAy7TuUkycRVbbWDEpo,217613,au,0.532,0.767,7,-5.509,1,0.0574,0.00287,0.000513,0.39,0.755,127.361,210173,4
Just the Way You Are,Bruno Mars,7BqBn9nzAq8spo5e7cZ0dJ,216918,au,0.637,0.843,5,-5.413,1,0.0432,0.0151,0.0,0.0876,0.434,109.012,220733,4
